,238U/206Pb,238U/206Pb 2SE(int),238U/206Pb 2SE(prop),206Pb/238U,206Pb/238U 2SE(int),206Pb/238U 2SE(prop),207Pb/235U,207Pb/235U 2SE(int),207Pb/235U 2SE(prop),207Pb/206Pb,207Pb/206Pb 2SE(int),207Pb/206Pb 2SE(prop),Err Corr 7/6 v 8/6,Err  Corr 6/8 v 7/5
GQ6_2_matrix-5,1.494354674,0.037821048,0.059951552,0.675559427,0.018020223,0.025887113,51.12300736,1.549883599,2.035933355,0.57387634,0.011823272,0.009724977,0.254604624,0.699510333
GQ6_2_matrix-50,1.434650385,0.034448576,0.061145236,0.700278306,0.018157477,0.02979118,57.28377057,1.548266698,2.660856602,0.591719963,0.011631851,0.01314774,0.144347174,0.774043147
GQ6_2_matrix-51,1.550061624,0.030740319,0.066178338,0.653013389,0.018054361,0.027256042,52.62729296,1.572172134,2.240816485,0.590927174,0.01202646,0.014551425,0.415151468,0.602099884
GQ6_2_matrix-52,1.455334562,0.030147158,0.062806215,0.69784658,0.020737939,0.029239182,57.75182505,1.965417365,2.358370641,0.606174063,0.013513153,0.012142404,0.412600853,0.699942775
GQ6_2_matrix-53,1.47667572,0.037879987,0.058754014,0.681124892,0.016590081,0.026253236,55.82736483,1.393855371,2.196730834,0.598827638,0.011812413,0.01100965,0.203891944,0.677242971
GQ6_2_matrix-54,1.52104176,0.038896299,0.056474473,0.658840619,0.018951054,0.024598736,53.20215578,1.913482415,2.000085396,0.587601275,0.013066891,0.01006518,0.39419336,0.569458733
GQ6_2_matrix-55,1.339968674,0.04091769,0.054426862,0.751872521,0.016852256,0.030327147,66.54492678,1.462377784,2.691961403,0.645182196,0.014478612,0.010649899,0.266053621,0.766019399
GQ6_2_matrix-6,1.601600518,0.039074383,0.066780151,0.633789121,0.018190922,0.025018543,45.975136,1.445396555,1.811383427,0.555041162,0.012050467,0.009132918,0.351400128,0.753135059
GQ6_2_matrix-7,1.504589878,0.030854117,0.061896144,0.676417095,0.01378664,0.027535102,50.31093193,1.257537653,2.027723313,0.569104729,0.010910626,0.008674781,0.313173264,0.803705023
GQ6_2_matrix-8,1.297558715,0.027012771,0.051882435,0.777288857,0.011766024,0.029703912,63.17617353,1.028222228,2.491649251,0.622182797,0.009960813,0.010137429,0.233633325,0.720861201
GQ6_2_matrix-9,1.358543333,0.031721397,0.052909707,0.742219261,0.017675454,0.028724754,60.8406898,1.62622101,2.427264618,0.630294916,0.010530937,0.008854632,0.147291639,0.818092971
