,Spot size (Âµm),Fe57_mean,Pb204_mean,Pb206_mean,Pb207_mean,Pb208_mean,Th232_mean,U238_mean,TotalBeam_mean,BeamSeconds_mean,Mask_mean,Fe57_CPS_mean,Pb204_CPS_mean,Pb206_CPS_mean,Pb207_CPS_mean,Pb208_CPS_mean,Th232_CPS_mean,U238_CPS_mean,TotalBeam_CPS_mean,Pb206/U238_mean,Pb206/U238 age_mean,Pb207/U235_mean,Pb207/U235 age_mean,Pb208/Th232_mean,Pb208/Th232 age_mean,DC Pb206/U238_mean,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb207/U235_mean,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb208/Th232_mean,DC Pb208/Th232 age_mean,DC Pb207/Pb206_mean,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC U238/Pb206_mean,Raw U/Th_mean,Final Pb206/U238_mean,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_prop2SE,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb,
MP111_1-4,40,439.449,5220.76,15.493,8.4507,28.169,7.04225,3.09859,5722.46,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-5,40,561.129,5358.04,17.7778,11.6667,26.3889,1.38889,4.44444,5980.84,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-6,40,532.42,5451.84,12.3944,10.4225,21.1268,7.04225,4.78873,6040.03,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-7,40,490.164,5197.51,16.338,11.2676,18.3099,2.8169,4.50704,5740.91,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-8,40,600.029,5148.9,15.493,13.2394,23.9437,2.8169,5.6338,5810.06,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-9,40,501.425,5415.91,13.2394,13.8028,26.7606,11.2676,4.22535,5986.63,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-10,40,645.112,5406.75,11.831,13.8028,23.9437,2.8169,5.07042,6109.33,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-11,40,797.295,5207.98,16.3889,14.7222,16.6667,0,3.88889,6056.94,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-12,40,445.083,5291.21,16.6197,12.3944,19.7183,1.40845,3.66197,5790.1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-13,40,383.343,5325.39,13.3333,13.3333,18.0556,2.77778,3.61111,5759.84,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-14,40,419.736,5466.63,12.9577,9.29577,29.5775,2.8169,6.19718,5947.21,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-7,60,442.299,5738.58,9.57746,12.6761,21.1268,8.4507,3.66197,6236.37,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-8,60,5012.79,5549.77,19.4366,18.8732,29.5775,1.40845,45.0704,10676.9,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-9,60,1676.25,5565.27,18.5915,14.3662,19.7183,1.40845,57.4658,7353.06,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
RAK-4,30,391.559,7664.21,15.7746,9.85915,15.493,0,5.35211,8102.25,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500-5,30,408.46,5329.96,13.8028,7.60563,12.6761,1.40845,3.09859,5777.01,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500-6,30,405.643,5379.98,14.6479,9.57746,23.9437,7.04225,6.47887,5847.31,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610-3,30,369.021,5725.9,7.60563,10.9859,21.1268,2.8169,1.69014,6139.15,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-15,40,375.008,5086.4,15,11.3889,29.1667,2.77778,5,5524.74,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-16,40,402.825,5151.01,13.8028,8.16901,25.3521,8.4507,4.78873,5614.4,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-17,40,709.946,5039.71,10.9859,9.29577,26.7606,2.8169,2.53521,5802.05,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-18,40,346.486,5152.42,10.7042,10.1408,11.2676,1.40845,2.8169,5535.25,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-19,40,464.816,5252.46,12.9577,9.85915,15.493,2.8169,1.69014,5760.09,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-20,40,605.695,5253.17,10.4225,8.73239,18.3099,1.40845,2.25352,5899.99,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-21,40,388.74,5086.2,11.831,8.73239,32.3944,0,3.09859,5530.99,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-22,40,357.756,5350.39,9.29577,9.85915,22.5352,4.22535,1.97183,5756.03,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-23,40,442.266,5301.07,10.4225,10.4225,16.9014,2.8169,3.38028,5787.28,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-24,40,323.949,5042.52,13.8028,7.88732,29.5775,1.40845,1.97183,5421.12,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-25,40,470.445,5247.53,12.1127,9.85915,19.7183,2.8169,1.97183,5764.45,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-26,40,487.351,5327.14,11.5493,12.3944,16.9014,4.22535,3.66197,5863.22,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-27,40,371.842,5238.37,11.831,12.1127,25.3521,1.40845,2.25352,5663.17,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-28,40,431.008,5322.91,9.85915,9.29577,23.9437,0,1.97183,5798.99,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-29,40,402.828,5086.9,11.5493,14.0845,16.9014,0,1.97183,5534.24,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-30,40,343.669,5127.06,13.2394,7.32394,23.9437,1.40845,1.97183,5518.62,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-31,40,380.291,5114.38,8.73239,9.01408,22.5352,2.8169,1.69014,5539.46,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-32,40,411.278,5274.3,14.9296,9.57746,19.7183,1.40845,3.66197,5734.88,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-33,40,490.157,5151.72,8.73239,7.88732,19.7183,0,12.113,5690.33,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-34,40,442.268,5253.87,14.3662,8.16901,22.5352,1.40845,3.38028,5746,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610-7,30,377.473,5675.17,12.9577,9.57746,32.3944,2.8169,1.97183,6112.36,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-16,60,295.78,5205.26,12.1127,10.1408,15.493,11.2676,8.16901,5558.22,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-17,60,2208.79,5441.98,21.6901,13.2394,30.9859,7.04225,65.6341,7789.36,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-18,60,1665.04,5472.27,16.0563,23.0986,32.3944,0,44.7887,7253.65,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
RAK-5,30,450.727,7390.11,9.57746,10.9859,16.9014,0,5.6338,7883.94,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500-11,30,385.924,5430.7,10.9859,9.57746,15.493,7.04239,4.22535,5863.95,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500-12,30,343.669,5320.1,11.5493,9.01408,12.6761,8.4507,2.53521,5707.99,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610-2,30,354.937,5745.63,10.4225,11.5493,18.3099,4.22535,3.66197,6148.74,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-35,40,388.741,5310.23,9.29577,9.85915,19.7183,1.40845,5.35211,5744.61,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-36,40,569.051,5171.45,12.1127,10.9859,14.0845,4.22535,3.38028,5785.29,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-37,40,383.106,5127.77,12.3944,9.57746,19.7183,0,1.40845,5553.97,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-38,40,400.011,5313.05,9.85915,7.32394,25.3521,0,2.53521,5758.13,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-39,40,408.462,5108.04,10.1408,10.7042,12.6761,0,3.38028,5553.4,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-40,40,346.486,5270.78,9.85915,10.1408,16.9014,4.22535,1.40845,5659.8,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-41,40,298.597,5165.11,8.4507,7.88732,22.5352,7.04225,1.40845,5511.03,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-42,40,326.768,5136.93,10.9859,9.85915,32.3944,4.22535,2.8169,5523.98,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-43,40,360.571,4921.35,9.85915,9.01408,23.9437,1.40845,2.8169,5328.96,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-44,40,521.146,4985.46,10.9859,7.60563,21.1268,2.8169,2.25352,5551.39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
MP111_1-45,40,380.292,5255.98,10.7042,8.73239,23.9437,1.40845,1.69014,5682.75,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-1,60,313.894,5021.1,12.2222,8.33333,6.94444,2.77778,2.22222,5367.5,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-2,60,1059.34,5130.58,10.9859,6.76056,21.1268,0,4.50704,6233.31,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-3,60,811.318,5100.29,9.29577,10.1408,14.0845,2.8169,2.53521,5950.48,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-4,60,911.176,5059.31,5.83333,8.88889,15.2778,2.77778,1.11111,6004.37,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-5,60,712.718,4981.23,10.4225,8.73239,5.6338,0,2.53521,5721.27,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-6,60,721.168,4906.56,9.29577,5.6338,19.7183,2.8169,2.8169,5668.01,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-7,60,966.292,4836.81,7.60563,9.01408,19.7183,1.40845,1.69014,5842.54,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-8,60,709.901,4911.49,11.831,12.1127,18.3099,2.8169,1.40845,5667.87,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-9,60,321.133,5008.7,9.29577,7.60563,21.1268,8.4507,2.53521,5378.85,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-13,60,329.583,5430,8.73239,6.19718,21.1268,0,2.8169,5798.45,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-14,60,3826.27,5320.09,18.3099,17.4648,43.662,2.8169,80.5645,9309.18,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-15,60,4844.64,5429.3,23.9437,22.2535,47.8873,0,74.0848,10442.1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
RAK-6,30,459.171,7358.4,7.88732,7.04225,29.5775,2.8169,4.78873,7869.69,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500-9,30,349.303,5294.03,13.5211,9.01408,9.85915,5.6338,3.38028,5684.74,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500-10,30,315.499,5270.78,9.01408,7.88732,9.85915,0,4.78873,5617.83,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610-6,30,344.452,5651.22,8.05556,7.5,22.2222,4.16667,1.38889,6039,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-10,60,284.512,4932.62,9.85915,7.04225,11.2676,8.4507,1.12676,5254.88,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-11,60,673.311,5081.97,10.1408,7.32394,9.85915,1.40845,2.53521,5786.55,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-12,60,1251.06,4888.94,8.4507,9.57746,23.9437,4.22535,2.25352,6188.45,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-13,60,543.707,5041.82,11.831,7.04225,26.7606,1.40845,1.97183,5634.54,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-14,60,760.64,4836.81,11.5493,5.6338,11.2676,0,3.38028,5629.28,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-15,60,608.495,4893.17,10.4225,9.85915,25.3521,5.6338,4.22535,5557.16,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-16,60,1000.2,4788.2,26.7615,16.9015,193.043,4.22535,2.8169,6032.15,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK_21_G_Band-17,60,760.683,4810.74,9.85915,8.16901,23.9437,2.8169,1.97183,5618.19,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
