,Final Pb206/U238_mean,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_prop2SE,rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U,
GQ6_2_matrix
JK23_124,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_125,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_126,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_127,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_128,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_129,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_130,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_131,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_132,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_133,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_134,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_1,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_2,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_3,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_4,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_5,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 27,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 26,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 25,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 27,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 28,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 20,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_6,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_7,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_8,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_9,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_10,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_11,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_12,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_13,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_14,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_15,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_16,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_17,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_18,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_19,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_20,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_21,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_22,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 33,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 32,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 31,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 13,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 23,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 24,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_23,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_24,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_25,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_26,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_27,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_28,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_29,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_30,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_31,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_32,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_33,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_34,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_35,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_36,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_37,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_38,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_39,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_40,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_41,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_42,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_43,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 36,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 35,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 34,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 12,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 21,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 22,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_44,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_45,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_46,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_47,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_48,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_49,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK25_2_50,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-76,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-77,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-78,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-79,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-80,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-81,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-82,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-83,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-84,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-85,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-86,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-87,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-88,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-89,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 39,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 38,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 37,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 11,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 19,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 20,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-90,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-91,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-92,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-93,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-94,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-95,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-96,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-97,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-98,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-99,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-100,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-101,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-102,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-103,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-104,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-105,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-106,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-107,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-108,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-109,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-110,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 42,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 41,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 40,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 10,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 17,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 18,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-111,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-112,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-113,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-114,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-115,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-116,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-117,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-118,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-119,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-120,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-121,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-122,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-123,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-124,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NF9_4-125,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-56,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-57,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-58,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-59,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-60,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-61,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 45,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 44,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 43,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 9,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 15,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 16,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-62,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-63,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-64,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-65,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-66,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-67,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-68,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-69,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-70,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-71,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-72,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-73,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-74,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-75,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-76,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-77,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-78,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-79,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-80,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-81,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-82,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 30,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 29,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 28,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 14,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 25,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 26,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-83,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-84,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-85,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-86,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-87,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-88,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-89,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-90,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-91,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-92,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-93,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-94,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-95,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-96,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-97,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-98,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-99,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-100,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-101,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-102,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-103,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 55,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 54,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 53,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 7,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 11,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 12,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-104,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-105,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-106,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-107,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-108,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-109,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_matrix-110,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-56,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-57,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-58,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-59,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-60,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-61,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-62,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-63,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-64,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-65,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-66,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-67,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-68,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 52,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 51,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 50,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 8,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 13,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 14,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-69,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-70,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-71,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-72,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-73,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-74,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-75,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-76,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-77,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-78,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-79,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-80,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-81,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-82,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-83,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-84,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-85,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-86,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-87,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-88,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-89,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ6_2_mrt-90,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 58,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 57,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 56,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 6,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 10,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 9,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_1,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_2,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_3,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_4,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_5,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_6,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_7,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_8,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_9,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_10,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_11,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_12,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_13,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_14,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_15,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_16,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_17,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_18,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_19,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 61,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 60,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 59,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 5,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 7,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 8,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_20,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_21,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_22,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_23,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_24,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_25,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_26,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_27,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_28,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_29,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_30,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_31,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_32,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_33,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_34,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_35,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_36,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_37,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_38,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK36_2_39,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 64,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 63,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 62,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
