,Si29_mean,Si29_2SE,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Si29_CPS_mean,Si29_CPS_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U,
GQ5_12-20,120651,5468.32,8.69849e+06,364439,781.193,31.921,4391.14,272.667,1232.85,86.3008,3935.33,260.725,919.248,83.5372,3029.7,196.543,8.83375e+06,361059,20.4367,1.73377,1,0,72264.7,5459.19,8.69797e+06,364437,79.5684,30.942,4387.42,272.666,1229.22,86.3007,3929.46,260.744,918.186,83.5438,3029.19,196.553,8.7841e+06,361065,1.51282,0.0469439,5925.17,125.097,58.8361,2.10178,4139.49,36.8921,5.05502,0.426689,34780.7,1355.99,3.38255,0.134781,0.452618,9412.65,193.003,43.1295,1.92468,5.69437,3816.77,42.9245,5.05502,0.426689,34780.7,1355.99,0.285836,0.00717688,0.00726016,3378.58,38.3063,0.313454,0.012151,3.72586,0.28636,1.31278,0.0519388,0.17442,5344.7,141.031,473.608,50.8857,2.25912,6.68385,3981.24,42.8921,126.901,0.286361,0.00718993,0.00727337,3381.44,38.2974,38.7418,0.80318,0.0309885,0.104065,0.0497102,0.834229,
GQ5_12-21,73088.2,1773.79,8.64415e+06,328264,746.151,30.9285,2838.71,140.649,939.442,55.5506,2603.6,145.518,591.37,125.971,2955.24,258.77,8.72977e+06,329918,20.4374,1.73384,1,0,26087.4,1766.83,8.64371e+06,328265,15.0193,30.9723,2835.32,140.647,935.898,55.5505,2594.54,145.529,591.38,125.971,2954.24,258.774,8.68151e+06,329911,1.04637,0.0416786,4599.37,133.137,46.8845,2.14215,3926.03,46.3575,1895.58,2136.16,40417.1,2523.74,2.26582,0.10335,0.307334,7603.01,209.582,34.5027,1.83155,4.66212,3606.07,53.2976,1895.58,2136.16,40417.1,2523.74,0.331833,0.00913608,0.00922435,3605.72,42.8544,0.465153,0.0268693,3904.36,3412.72,0.731764,0.0335039,0.099631,3538.69,126.995,377.646,34.3435,1.83029,4.65892,3601.23,53.4305,136.005,0.332652,0.00915848,0.00924696,3609.5,42.8424,43.2563,1.50287,0.0867457,0.257957,-0.0836012,0.847966,
GQ5_12-22,84176,3636.71,8.6517e+06,330570,754.539,33.061,2151.4,62.3377,719.8,37.8918,2091.52,119.866,388.243,35.8248,1387.71,54.4253,8.74391e+06,328328,20.6771,1.73377,1,0,37668.6,3643.94,8.65117e+06,330572,16.9524,33.0708,2148.08,62.3371,716.265,37.8917,2082.19,119.865,388.177,35.8237,1386.55,54.426,8.69606e+06,328322,1.60924,0.0588971,6181.49,149.79,73.409,3.53293,4343.78,43.25,-449.843,540.286,39383.4,2068.83,3.51529,0.154848,0.47499,9635.32,218.466,54.3571,3.48968,7.6026,4015.95,54.1047,-449.843,540.286,39383.4,2068.83,0.331562,0.0110317,0.0111048,3595.63,51.8559,0.298578,0.0137321,-188.383,268.329,1.11899,0.0494809,0.151781,4797.11,153.432,470.645,53.3896,3.43981,7.49395,3997.73,54.2355,118.157,0.332403,0.0110596,0.0111329,3599.52,51.8414,52.1848,0.987416,0.045644,0.140011,-0.0732662,0.817828,
GQ5_12-23,68053.3,1107.61,8.81642e+06,299426,721.634,29.4501,3263.84,160.065,1000.37,59.7137,2831.67,150.68,472.379,42.4115,2018.06,92.3952,8.89503e+06,300172,20.4367,1.73377,1,0,21816.3,1107.02,8.81583e+06,299426,-12.5392,29.4394,3260.57,160.064,996.847,59.7135,2823.05,150.66,472.275,42.4116,2017,92.3928,8.84743e+06,300167,1.64832,0.0678548,6234.11,175.388,69.4104,3.39595,4289.4,54.0701,9.14336,1.35424,42148.3,2097.31,3.71125,0.212694,0.5196,9771.77,306.137,52.1029,3.45555,7.33873,3977.67,67.441,9.14336,1.35424,42148.3,2097.31,0.307569,0.00866432,0.0087443,3492.86,45.2834,0.290125,0.0169479,6.17013,0.841119,1.16936,0.0672104,0.164192,4876.06,197.413,482.272,50.6752,3.36945,7.15588,3949.78,67.5317,143.421,0.308371,0.00868686,0.00876704,3496.89,45.27,45.6878,0.97605,0.0572473,0.139852,0.00331122,0.920224,
GQ5_12-24,62086.8,958.767,8.7441e+06,329577,726.644,27.783,2623.39,111.138,798.04,42.7055,2282.23,141.05,503.238,42.0053,2060.7,88.2585,8.81561e+06,330731,20.6764,1.73371,1,0,15951.1,959.547,8.74349e+06,329577,11.4842,27.7077,2620.14,111.138,794.524,42.7053,2274.95,141.03,503.252,42.0053,2059.95,88.2545,8.76812e+06,330733,1.32323,0.0398859,5424.68,111.223,54.0856,1.9692,4056.71,34.6117,6.05781,0.692896,36804.5,1601.77,2.92811,0.130676,0.396205,8756.97,224.423,40.0263,1.97351,5.35088,3739.32,47.4001,6.05781,0.692896,36804.5,1601.77,0.30236,0.00798426,0.00806807,3464,41.6131,0.359924,0.017161,5.37692,0.585753,0.91617,0.0409728,0.124228,4151.51,142.44,431.876,38.66,1.90964,5.17772,3704.84,47.4434,128.636,0.30317,0.00800559,0.00808963,3468.15,41.6003,42.037,1.22509,0.0586413,0.177799,-0.0804946,0.82736,
GQ5_12-25,102990,3030.99,8.38395e+06,300116,735.548,29.8608,10140.1,255.389,1497.87,47.8055,4137.78,166.618,14269.9,939.132,59289.6,3369.12,8.57825e+06,299408,20.5569,1.72821,1,0,56456.3,3017.54,8.38329e+06,300117,53.7882,29.8349,10136.9,255.389,1494.36,47.8054,4131.71,166.603,14269.9,939.132,59289,3369.12,8.5303e+06,299423,0.180818,0.00914406,1064.45,47.9233,3.67904,0.254932,1541.99,50.0215,0.3258,0.024862,5578.72,349.052,0.398433,0.0269954,0.0576117,2083.68,90.7651,2.68325,0.234788,0.407791,1278.52,43.8134,0.3258,0.024862,5578.72,349.052,0.150017,0.0044004,0.00443787,2315.63,46.3856,2.68538,0.124158,4.27669,0.119337,0.124193,0.0084206,0.0179707,730.315,37.7015,80.4602,2.58096,0.226002,0.392531,1250.71,43.4359,75.4415,0.150429,0.0044124,0.00444998,2320.35,46.3628,46.7577,9.19989,0.425489,0.908051,-0.569829,0.962927,
GQ5_12-26,60282.4,887.847,8.70851e+06,305888,711.311,31.0502,1600.66,80.0181,510.789,31.2084,1378.09,97.6823,142.858,18.6276,1676.98,76.4896,8.7748e+06,306803,20.4367,1.73377,1,0,13138.5,891.821,8.70777e+06,305890,69.8944,30.9653,1597.37,80.0188,507.292,31.2083,1372.9,97.6717,142.791,18.6287,1676.28,76.4909,8.72609e+06,306811,0.971058,0.0246945,4354.72,81.2607,43.1237,1.80016,3821.51,42.2366,-3627.83,1518.03,44772.9,1924.7,2.16644,0.0844942,0.289352,7361.75,173.781,31.5093,1.60245,4.23055,3507.73,54.9702,-3627.83,1518.03,44772.9,1924.7,0.3231,0.0109617,0.0110316,3551.11,53.6764,0.483053,0.0186033,-4029.52,1401.64,0.674732,0.0263091,0.0900961,3305.7,102.348,350.492,30.2625,1.53921,4.0636,3468.13,54.8995,144.938,0.32401,0.0109925,0.0110625,3555.44,53.6588,54.0008,1.65778,0.0638305,0.218589,-0.0712852,0.806816,
GQ5_12-27,78029.5,3271.94,9.32131e+06,418953,578.26,28.1116,2731.9,96.0874,730.265,39.3131,2468.68,128.537,765.671,270.923,1261.39,71.0339,9.40846e+06,421676,20.5569,1.72821,1,0,31984.8,3223.48,9.32051e+06,418954,-43.8267,28.0983,2728.53,96.0886,726.778,39.313,2464.09,128.534,765.565,270.924,1260.64,71.0343,9.36071e+06,421627,2.25097,0.0852741,7519.07,163.683,81.5315,3.21945,4461.59,40.4078,-957.832,633.652,41511.9,3114.57,4.87704,0.147605,0.640238,11357.2,166.601,59.9987,2.48536,7.85875,4147.08,41.7984,-957.832,633.652,41511.9,3114.57,0.268243,0.00916825,0.00922582,3268.22,56.9215,0.210224,0.0063388,-382.456,282.511,1.52172,0.0460484,0.199735,5935.57,120.595,523.08,57.6696,2.38815,7.55136,4107.6,41.7562,132.034,0.269018,0.0091946,0.00925233,3272.77,56.9004,57.2577,0.719594,0.0216869,0.0940669,0.187177,0.525206,
GQ5_12-28,60059,853.662,8.48576e+06,284174,674.855,28.5683,3460.93,124.322,1058.99,49.2614,2899.04,148.397,367.326,31.4195,3823.09,139.823,8.55824e+06,285129,20.5569,1.72821,1,0,15910.4,840.656,8.48497e+06,284173,41.326,28.5805,3457.44,124.325,1055.51,49.2613,2895.12,148.381,367.344,31.4195,3822.37,139.822,8.51238e+06,285108,0.906711,0.017293,4157.18,60.0959,38.4558,1.13526,3715.67,29.2782,10.3039,1.18265,45827.6,1757.64,2.01362,0.0616131,0.264496,7060.41,130.791,28.2031,1.1215,3.67958,3406.66,40.3734,10.3039,1.18265,45827.6,1757.64,0.308775,0.0083884,0.00847162,3494.08,43.1083,0.510251,0.0147791,13.4329,1.35953,0.630858,0.0192413,0.0826002,3136.03,75.4113,323.729,27.1849,1.07923,3.54091,3370.76,40.2577,132.084,0.309688,0.00841312,0.00849659,3498.65,43.0929,43.5205,1.73494,0.0500137,0.214701,0.0517894,0.761604,
GQ5_12-29,59536.6,1085.78,8.50815e+06,324913,695.826,30.3323,2575.13,165.607,747.284,57.1243,2271.1,173.202,577.288,47.2064,1569.01,84.5726,8.57628e+06,326270,20.4367,1.73377,1,0,15620.7,1089.02,8.50742e+06,324912,55.7005,30.3328,2571.49,165.61,743.816,57.1241,2268.71,173.169,577.283,47.2065,1568.5,84.5655,8.53079e+06,326270,1.64073,0.0495883,6230.65,124.697,65.8952,2.72557,4245.94,43.8415,4.84677,0.498566,33481.6,1475.57,3.66098,0.158987,0.493938,9808.38,216.756,48.642,2.62628,6.59014,3920.74,52.3029,4.84677,0.498566,33481.6,1475.57,0.295708,0.00989084,0.00995569,3422.24,51.0173,0.291418,0.0121286,3.27357,0.298042,1.15414,0.0499709,0.155248,4899.87,148.264,460.622,47.1065,2.53849,6.36984,3889.06,52.1868,130.953,0.296603,0.00992068,0.00998571,3426.95,50.9986,51.3329,0.980876,0.0406873,0.126406,-0.00137715,0.830633,
GQ5_12-30,79015.2,1255.82,8.26024e+06,279665,683.89,30.607,2967.57,126.946,885.653,44.7366,2638.86,144.12,689.054,49.89,2120.72,106.179,8.34918e+06,280599,20.6764,1.73371,1,0,34644.5,1258.08,8.25961e+06,279663,49.731,30.5614,2963.77,126.949,882.194,44.7364,2638.37,144.095,689.055,49.89,2120.59,106.174,8.30347e+06,280604,1.41552,0.0369925,5655.96,99.1296,58.0996,2.06704,4117.5,36.3477,4.52583,0.41001,33030.4,1325.43,3.1136,0.107315,0.411954,9054.43,171.691,42.6497,1.91252,5.63416,3801.92,45.6509,4.52583,0.41001,33030.4,1325.43,0.296453,0.00731494,0.00740282,3439.11,40.8664,0.332557,0.0117576,3.61048,0.303038,0.989673,0.0339662,0.130388,4399.31,108.945,418.213,41.5704,1.85963,5.47835,3776.7,45.5149,134.084,0.297371,0.00733747,0.00742563,3443.92,40.8511,41.3419,1.10489,0.0388196,0.149019,-0.119539,0.840572,
GQ5_12-31,58267.9,693.475,8.67843e+06,300329,669.373,31.4901,1636.49,130.331,504.822,44.2166,1394.8,121.695,275.167,31.7192,1687.11,142.623,8.74337e+06,301283,20.4367,1.73377,1,0,13914.9,684.546,8.67788e+06,300327,34.0601,31.5399,1632.54,130.334,501.372,44.2164,1394.44,121.719,275.166,31.7192,1687.08,142.626,8.69785e+06,301267,1.00875,0.0314384,4478.88,101.203,44.4154,1.84965,3850.6,43.0241,-25504,15876.6,37447.9,1751.45,2.23545,0.0792888,0.296359,7497.19,154.254,32.8436,1.66392,4.40729,3542.19,50.3791,-25504,15876.6,37447.9,1751.45,0.324585,0.0129872,0.0130467,3545.42,62.6225,0.466722,0.0158648,-31501.5,20246.2,0.717584,0.0253613,0.0947932,3460.68,93.2788,348.649,32.2669,1.63072,4.31935,3524.94,50.2466,133.09,0.325613,0.0130281,0.0130879,3550.3,62.5998,62.8869,1.52715,0.0516324,0.192987,0.110306,0.651628,
GQ5_12-32,58657.3,844.852,8.55645e+06,273909,713.092,28.4261,1799.81,75.8939,590.695,30.1101,1538.01,88.8839,219.483,24.6475,2099.54,83.0141,8.62225e+06,274684,20.6771,1.73377,1,0,15232.9,832.786,8.55592e+06,273909,56.2835,28.3913,1795.71,75.8962,587.254,30.11,1535.53,88.9175,219.487,24.6475,2099.38,83.0148,8.57761e+06,274668,0.868657,0.0235559,4011.06,80.1976,39.3636,1.38855,3732.01,34.7011,12892,8786.71,53948.2,7718.25,1.91953,0.0740659,0.256143,6849.8,162.851,28.9762,1.35017,3.84539,3419.73,45.8355,12892,8786.71,53948.2,7718.25,0.331686,0.00974979,0.00983248,3606.64,45.4861,0.548114,0.0204431,29080.8,16159,0.623174,0.0239136,0.0827005,3096.44,92.7959,320.917,28.7324,1.33388,3.799,3411.71,45.6686,130.068,0.33276,0.00978124,0.00986419,3611.6,45.4698,45.8554,1.76215,0.0652293,0.225583,0.0206688,0.788072,
GQ5_12-33,62340.3,1031.57,8.49421e+06,298700,716.15,32.2209,2281.16,138.245,700.352,41.0086,1941.62,136.467,304.61,36.8076,2144.43,163.984,8.56488e+06,299828,20.4367,1.73377,1,0,19411.5,1029.61,8.49366e+06,298700,41.1493,32.248,2276.98,138.247,696.921,41.0084,1936.77,136.506,304.596,36.808,2144.38,163.98,8.52067e+06,299826,1.10139,0.0327105,4757.3,99.7519,47.708,1.7564,3924.34,37.5667,-4261.37,2653.78,41431.3,1874.48,2.39711,0.0658546,0.313207,7852.68,128.674,34.7186,1.09572,4.45109,3623.65,30.812,-4261.37,2653.78,41431.3,1874.48,0.318444,0.0095142,0.00959231,3530.62,48.2623,0.420915,0.0110417,-5110,2954.92,0.788164,0.0215687,0.102582,3728.63,77.495,368.569,34.7936,1.09741,4.45794,3625.79,30.778,125.027,0.319497,0.00954581,0.00962418,3535.72,48.2446,48.6407,1.32867,0.0346321,0.164712,0.398763,0.545858,
GQ5_12-34,70004.5,2238.6,8.36535e+06,249344,663.566,29.0965,990.783,53.2983,308.226,22.5422,884.804,69.0328,154.903,27.0163,844.903,71.4488,8.4414e+06,251761,20.6771,1.73377,1,0,27021.2,2240.93,8.36481e+06,249343,-18.6967,29.0982,986.543,53.2989,304.804,22.5421,877.962,69.0548,154.957,27.0156,844.8,71.4538,8.39711e+06,251765,1.27443,0.061395,5276.59,158.669,54.4562,3.42446,4040.45,61.2782,3627.92,1201.97,79730.6,11427.8,2.80786,0.138875,0.384622,8553.9,218.822,40.4389,2.83709,5.77051,3731.33,68.3565,3627.92,1201.97,79730.6,11427.8,0.313918,0.0159021,0.0159476,3478.98,85.2136,0.382037,0.0198416,2978.62,857.766,0.93569,0.0461883,0.127921,4247.42,141.848,392.855,40.9783,2.86981,5.83706,3744.68,68.2522,138.822,0.314978,0.0159557,0.0160013,3484.22,85.1795,85.4234,1.18216,0.0610897,0.169191,-0.0456903,0.585101,
GQ5_12-35,60675.5,1317.77,8.22643e+06,292522,700.348,27.6294,2043.45,57.7639,604.59,25.2953,1665.47,77.9699,220.002,25.2596,2490.18,55.7471,8.29507e+06,293812,20.5569,1.72821,1,0,17669.7,1315.52,8.22589e+06,292523,26.1952,27.6319,2039.19,57.764,601.177,25.2952,1657.39,77.9777,219.726,25.2607,2489.65,55.752,8.25067e+06,293813,0.814939,0.0193642,3828.56,68.1047,33.1656,1.34409,3566.45,38.8721,-729.032,360.685,42432.4,1914.62,1.79658,0.0659634,0.238786,6600.34,153.792,23.9239,1.16812,3.19403,3247.97,49.9041,-729.032,360.685,42432.4,1914.62,0.297156,0.0103783,0.0104407,3417.09,58.6017,0.579989,0.0204113,-1077.34,516.088,0.607251,0.0221274,0.0801009,3047.53,88.7615,321.315,24.5398,1.19319,3.2626,3272.91,49.7689,136.085,0.29818,0.0104139,0.0104766,3422.45,58.5768,58.9291,1.75865,0.0613051,0.221923,-0.0182906,0.756595,
GQ5_12-36,82463.9,1678.03,8.39665e+06,307876,689.697,32.1004,1751.23,92.8502,544.859,36.1644,1428.95,107.93,327.637,36.5684,1870.87,87.5305,8.48598e+06,309014,20.4367,1.73377,1,0,39721.6,1673.53,8.39603e+06,307878,30.6066,32.0664,1746.96,92.8502,541.456,36.1642,1420.85,107.92,326.573,36.5737,1870.07,87.5331,8.44168e+06,309010,0.935141,0.0258265,4245.72,87.0957,39.8479,1.72226,3739.08,40.9015,-6.56314,13.9265,35335,1776.77,2.06047,0.0803764,0.275203,7176.17,173.347,29.3152,1.55597,3.96109,3422.32,51.6586,-6.56314,13.9265,35335,1776.77,0.307816,0.0106108,0.0106763,3487.49,57.5302,0.504493,0.0199099,7.16944,0.691141,0.706891,0.0273931,0.0937919,3431.23,103.991,356.057,30.4518,1.60993,4.09845,3459.89,51.5558,131.247,0.308899,0.010648,0.0107138,3492.94,57.5064,57.8615,1.49891,0.0586847,0.200932,0.0636984,0.828194,
GQ5_12-37,58739.3,823.649,8.75467e+06,305577,700.342,27.9684,3805,164.021,1154.63,66.3715,3121.98,164.109,363.642,29.7198,4048.16,165.17,8.82669e+06,306671,20.4367,1.73377,1,0,16140.6,825.117,8.75398e+06,305578,47.6822,27.9634,3800.74,164.021,1151.24,66.3713,3115.16,164.079,362.539,29.719,4047.38,165.166,8.78253e+06,306671,0.939699,0.0176538,4268.09,59.3852,39.0786,1.16737,3732.04,28.3963,11.5154,1.64081,46626.9,1760.7,2.08047,0.0652664,0.273655,7216.2,134.874,28.851,1.29203,3.81073,3421.18,41.8292,11.5154,1.64081,46626.9,1760.7,0.300627,0.00786135,0.0079455,3470.5,44.4987,0.494602,0.0148688,14.6443,1.85233,0.724679,0.0225254,0.0944467,3503.82,84.288,353.411,30.3658,1.35189,3.98728,3471.68,41.6709,122.904,0.301706,0.0078894,0.00797384,3476.06,44.4798,44.9559,1.44022,0.0428175,0.179529,-0.216435,0.810888,
GQ5_12-38,58043.9,937.952,8.63381e+06,348021,695.181,33.1923,2756.74,129.477,822.836,50.607,2246.93,128.62,212.42,23.6936,3167.39,148.464,8.70191e+06,349100,20.4367,1.73377,1,0,15159.9,943.411,8.63305e+06,348023,37.8154,33.2215,2752.47,129.477,819.452,50.6068,2241.9,128.594,212.008,23.6938,3166.93,148.457,8.65753e+06,349108,0.892446,0.0211046,4116.25,70.7151,36.2591,1.39462,3665.25,38.2244,-174.119,147.124,50233.5,2145.19,1.97452,0.0672481,0.261035,7023.48,147.766,26.7532,1.33276,3.58154,3361.71,49.5674,-174.119,147.124,50233.5,2145.19,0.297366,0.00978178,0.00984807,3438.37,52.3041,0.52206,0.0174227,-288.96,223.239,0.698024,0.0235946,0.0915867,3389.66,88.3461,342.931,28.5259,1.41467,3.80165,3424.7,49.4809,132.97,0.298454,0.00981748,0.00988402,3444.04,52.2815,52.6358,1.49138,0.0493175,0.191435,-0.0173867,0.770296,
GQ5_12-39,65267,1247.03,8.4097e+06,355583,673.395,30.4894,1719.1,53.869,555.457,27.8041,1400.75,82.7698,113.549,16.4843,2202.96,65.3728,8.4818e+06,356715,20.4367,1.73377,1,0,22305.4,1241.91,8.40889e+06,355583,-3.03588,30.4823,1714.83,53.8689,552.081,27.8039,1396.31,82.7742,113.606,16.4842,2202.88,65.3683,8.43723e+06,356713,0.78761,0.0192411,3730.48,68.4557,35.0661,1.52677,3617.98,43.4311,6795.03,1766.41,97211.7,11830,1.73568,0.0613776,0.230054,6462.75,149.135,25.6635,1.39106,3.47913,3310.59,56.4948,6795.03,1766.41,97211.7,11830,0.324413,0.0115813,0.011648,3554.06,57.2849,0.597834,0.0216573,11904.7,2922.47,0.622569,0.0218561,0.0819204,3109.42,87.8431,329.25,27.7201,1.49652,3.74289,3386.11,56.4434,141.168,0.325622,0.0116243,0.0116912,3559.8,57.26,57.5897,1.67665,0.0602388,0.225785,-0.238964,0.774439,
GQ5_12-40,66282.8,2071.25,8.33095e+06,320497,684.858,31.8866,2975.43,164.122,929.908,61.1734,2555.49,172.814,196.13,22.1877,2591.65,162.472,8.40721e+06,322771,20.6771,1.73377,1,0,23775.6,2062.13,8.33019e+06,320495,-9.39754,31.8822,2971.18,164.121,926.542,61.1732,2550.2,172.832,196.114,22.1877,2591.54,162.48,8.363e+06,322760,1.17001,0.0257588,4977.02,75.7157,49.9983,1.55289,3977.95,31.3384,-16556.9,7286.3,51768.2,2038.24,2.57719,0.0749466,0.337633,8162.27,134.703,36.609,1.39941,4.7594,3659.81,39.3261,-16556.9,7286.3,51768.2,2038.24,0.312087,0.00854199,0.00862549,3510.66,41.8591,0.399855,0.0120078,-17778.4,7610.15,0.937253,0.0270628,0.121917,4238.8,89.571,403.516,40.0418,1.52365,5.18191,3748.61,39.2419,133.461,0.313273,0.00857433,0.00865814,3516.52,41.8407,42.2497,1.10264,0.032818,0.147844,0.00684591,0.762044,
GQ5_12-41,61446.9,1007.46,8.34903e+06,333963,691.902,29.777,2182.64,92.8969,610.35,38.3643,1604.09,114.371,397.393,37.6142,2781.77,117.231,8.41896e+06,334307,20.5569,1.72821,1,0,19046.6,1004.53,8.34844e+06,333959,8.75874,29.8012,2178.44,92.8961,606.993,38.3641,1598.22,114.375,397.4,37.6141,2781.1,117.235,8.37503e+06,334308,0.811577,0.0319929,3792.24,113.427,31.4877,1.85176,3481.86,62.6496,5.75659,0.813095,34610.4,1979.22,1.81598,0.102557,0.253632,6545.16,232.168,23.94,1.87065,3.51406,3177.34,77.8263,5.75659,0.813095,34610.4,1979.22,0.281941,0.0112362,0.0112881,3325.81,63.0263,0.608593,0.0327451,9.22222,0.979313,0.668646,0.0375974,0.0929815,3258.68,145.044,358.706,26.4843,2.06321,3.87579,3275.67,77.9698,146.468,0.283032,0.0112795,0.0113316,3331.87,62.9951,63.2863,1.6523,0.0885732,0.219049,-0.303785,0.894466,
GQ5_12-42,76594.1,1761.22,8.11429e+06,298916,760.088,30.8227,3870.28,156.668,1011.33,46.0291,3367.79,166.959,365.366,34.244,751.788,28.7374,8.2014e+06,299609,20.4367,1.73377,1,0,33897.3,1761.25,8.11389e+06,298917,53.5205,30.8409,3866.81,156.668,1008.06,46.0289,3361.26,166.949,365.412,34.2438,751.068,28.7339,8.15758e+06,299603,5.17898,0.208042,11688.6,224.77,186.804,8.39856,5288.96,46.057,12.8509,1.86775,48728.8,1982.97,11.6294,0.637343,1.61648,16148.1,327.147,139.917,8.28544,19.2593,4972.34,58.6839,12.8509,1.86775,48728.8,1982.97,0.261781,0.00701146,0.00708302,3242.03,43.2336,0.0946952,0.00517209,2.79219,0.319147,4.75404,0.260989,0.661942,11130.5,293.018,743.177,180.27,10.6742,24.812,5227.84,58.7818,136.637,0.26296,0.00704303,0.00711491,3249.12,43.2089,43.6499,0.234205,0.0128091,0.0324876,0.162893,0.890373,
GQ5_12-43,57446.6,890.873,8.26847e+06,317492,705.215,26.2211,2660.57,128.931,799.369,46.5652,2224.4,143.015,164.936,23.3438,2541.56,115.965,8.33498e+06,318435,20.6771,1.73377,1,0,15178.8,886.973,8.268e+06,317493,7.01938,26.2305,2657.08,128.932,796.103,46.5651,2218.22,143.014,164.846,23.3448,2541.05,115.963,8.29149e+06,318431,1.05809,0.0256993,4633.71,79.9774,43.8638,1.42785,3852.04,30.5546,-4309.93,1512.16,51719.6,1985.9,2.35166,0.0862746,0.312543,7714.34,166.355,32.3624,1.44743,4.2739,3535.18,44.7862,-4309.93,1512.16,51719.6,1985.9,0.302985,0.00970643,0.00977577,3477.21,49.3362,0.44868,0.0172172,-5107.29,1771.28,0.954527,0.0351746,0.127426,4280.09,115.614,418.83,41.6057,1.86411,5.50427,3782.93,45.1945,133.448,0.304371,0.00975073,0.0098204,3484.28,49.3104,49.6627,1.11744,0.0430567,0.15598,0.101112,0.711149,
GQ5_12-44,91798,2779.97,8.11771e+06,320581,716.254,29.7292,3654.9,164.24,994.486,53.2716,3200.43,169.239,490.92,43.8662,1836.22,86.1737,8.22106e+06,323564,20.4367,1.73377,1,0,49783.9,2774.49,8.11719e+06,320582,33.9414,29.7254,3651.32,164.242,991.229,53.2715,3194.01,169.249,490.789,43.8647,1835.79,86.1726,8.17776e+06,323559,2.02778,0.103491,7096.33,219.706,76.0561,4.1003,4383.74,56.5465,8.92427,1.10374,42652.1,1659.73,4.57356,0.296232,0.655036,10908,343.411,58.0373,4.11078,8.30101,4073.01,70.858,8.92427,1.10374,42652.1,1659.73,0.271056,0.0078078,0.00787674,3294.55,45.1863,0.241332,0.0141316,5.16513,0.625873,1.83733,0.119372,0.263959,6616.87,279.658,618.386,74.1461,5.26262,10.627,4316.98,71.2953,143.969,0.272315,0.00784398,0.00791324,3301.83,45.1601,45.5588,0.60706,0.0356501,0.0788304,-0.017471,0.919313,
