,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,PbTotal_mean,PbTotal_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,PbTotal_CPS_mean,PbTotal_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb,
GQ5_5
GQ5_5-20,8.43802e+06,577025,495.464,22.5586,1155.22,65.1093,286.908,19.1098,701.97,53.1863,100,16.8337,629.823,52.1583,2654.29,126.266,8.44409e+06,577285,17.1622,1.68815,1,0,9.05682e+06,500291,-12.3257,22.9287,1234.3,49.7208,301.654,15.9677,741.575,46.4191,106.364,17.7286,674.004,49.3109,2287.58,100.897,9.0622e+06,500481,1.96772,0.0941176,6921.79,203.312,65.4571,3.52391,4227.06,57.1244,9542.61,2454.89,95189.5,13643.4,1.65568,0.0781542,0.0951427,6222.04,183.764,56.3572,3.1773,3.66002,4062.42,56.288,17530.4,4930.52,108992,13959.2,0.248705,0.0105406,0.0105583,3141.7,68.6499,0.644455,0.03048,7784.05,1925.55,1.82015,0.0859555,0.10464,6603.27,190.398,231.785,62.166,3.50552,4.03811,4160.15,56.4067,64.9765,0.252812,0.0107147,0.0107327,3167.77,68.498,68.6133,0.582652,0.0275415,0.0335282,0.64035,0.221049,
GQ5_5-21,8.39035e+06,563935,532.592,25.179,4971.66,355.819,1335.35,103.587,2774.56,222.734,124.837,18.2682,2757.91,217.055,9614.16,668.314,8.41247e+06,565442,17.1622,1.68815,1,0,9.00671e+06,483750,39.4771,26.4966,5340.42,313.208,1432.42,94.5597,2974.33,206.568,134.037,18.9463,2965.9,198.661,9784.66,595.303,9.02938e+06,485076,1.8337,0.0370005,6695.04,83.9811,67.0736,1.89518,4271.81,27.9702,-108605,34039.9,59556.7,2012.79,1.55536,0.0325495,0.0604779,6039.13,84.6777,57.1111,1.72328,2.52173,4108.57,30.8355,-311731,103020,72080,2414.48,0.266399,0.00663947,0.00667174,3264.49,39.799,0.649856,0.013868,-105244,32726.2,1.69409,0.0355965,0.0661392,6378.72,87.8286,163.188,62.4499,1.88995,2.76563,4197.65,30.9897,45.3482,0.270802,0.00674921,0.00678202,3290.28,39.7179,39.911,0.592936,0.0127094,0.0236144,0.631611,0.0752718,
GQ5_5-22,8.3999e+06,529456,549.044,26.7658,6784.95,449.922,1760.4,121.458,3778.85,266.017,413.557,41.0531,4987.55,343.259,12876.8,820.891,8.43106e+06,531399,17.0641,1.68873,1,0,9.01337e+06,436772,56.6915,28.2064,7281.63,382.361,1888.91,104.723,4051.87,232.874,444.761,40.2318,5357.69,296.485,13280.8,696.963,9.04572e+06,438389,1.36709,0.0211602,5552.55,59.2913,48.7599,0.935174,3963.37,18.8602,12.1211,1.58851,48109.1,1867.24,1.16216,0.0239914,0.0450124,4956.46,72.4495,41.5808,0.991521,1.66727,3805.52,22.9251,27.2328,4.07002,62168.4,2373.48,0.259164,0.00456112,0.00460547,3234.48,27.6488,0.874547,0.0193102,15.7359,1.88147,1.25215,0.0260916,0.0489527,5218.01,75.7036,142.034,45.0215,1.08084,1.81747,3884.29,23.1344,38.901,0.263452,0.00463657,0.00468166,3260.34,27.5918,27.8601,0.806774,0.0179991,0.0337697,0.702717,0.18296,
GQ5_5-23,8.46227e+06,515628,589.758,24.8367,8668.89,551.134,2241.35,145.781,4725.36,321.707,425.334,47.9032,6611.66,490.092,16225.4,999.103,8.50194e+06,517785,17.0522,1.69166,1,0,9.12545e+06,407120,96.8833,26.3494,9360.9,443.45,2417.96,119.391,5095.59,273.301,460.314,48.098,7089.31,414.631,16969.9,806.596,9.1672e+06,408646,1.32343,0.031727,5424.36,88.0674,47.4643,1.28742,3930.95,27.5011,813.692,1592.18,52222.5,1872.05,1.12487,0.03158,0.0485411,4833.49,95.8141,40.0661,1.23468,1.78679,3763.64,31.1942,35.3725,5.59351,66560.9,2563.46,0.258111,0.00459048,0.0046342,3231.85,28.2055,0.911371,0.0259457,1546.32,3041.55,1.1969,0.0337978,0.0519501,5046.58,99.147,152.397,42.909,1.32842,1.92244,3831.43,31.3685,45.3954,0.262385,0.00466649,0.00471093,3257.74,28.1477,28.4157,0.851556,0.0243268,0.0373924,0.820087,0.0287108,
GQ5_5-24,8.07424e+06,548150,535.173,28.1115,5985.58,407.923,1548.72,109.27,3467.22,250.468,324.843,41.126,4096.31,341.144,11540.3,753.548,8.10181e+06,549954,17.0522,1.69166,1,0,8.70963e+06,468636,34.1451,31.0379,6461.67,346.075,1672.3,93.4164,3734.23,221.38,365.638,46.8126,4413.54,323.482,11901.7,638.989,8.73827e+06,470170,1.53155,0.0522731,5956.13,132.854,54.5711,1.92531,4061.63,36.4574,-1413.13,978.849,50377.5,2110.29,1.30078,0.0431964,0.0606888,5329.55,124.78,46.3513,1.55622,2.1574,3909.75,33.8789,-3862.44,2501.03,64122.4,2720.44,0.259713,0.00488197,0.00492361,3233.1,29.7689,0.798884,0.0299322,-1860.37,1128.21,1.36427,0.0454071,0.0637947,5503,127.798,179.55,49.0361,1.64895,2.28596,3965.71,33.9789,47.1054,0.264017,0.00496288,0.00500521,3259.01,29.7081,29.9614,0.757848,0.0285119,0.0400578,0.850979,0.131213,
GQ5_5-25,8.33955e+06,521173,548.409,25.2119,4178.65,266.837,1077.51,70.9527,2241.9,164.789,225.81,34.0837,3011.33,228.499,8046.47,489.702,8.35889e+06,522267,17.0522,1.69166,1,0,8.99655e+06,419200,22.8666,25.9458,4514.11,213.777,1161.35,58.7246,2422.48,144.154,241.109,35.5443,3254.69,203.431,8110.15,394.296,9.01621e+06,420014,1.45863,0.0503029,5769.12,130.751,51.7651,2.03804,4008.23,40.5205,-85.3325,39.3451,48353.8,2197.59,1.23786,0.0407385,0.0574916,5170.24,116.407,43.9502,1.72524,2.23243,3858.63,36.8213,-189.643,90.2592,61381.9,2732.94,0.257055,0.00632217,0.00635373,3208.85,39.1511,0.833054,0.0292698,-105.059,46.9418,1.22533,0.0403375,0.0569258,5134.31,115.896,163.557,43.1189,1.69347,2.19132,3839.68,36.8234,47.6487,0.261339,0.00642752,0.0064596,3234.96,39.0693,39.2643,0.828926,0.0291323,0.0411125,0.753401,0.0302931,
GQ5_5-26,8.45428e+06,548055,508.507,21.2678,1394.18,106.117,298.164,25.3499,634.214,59.5347,278.577,47.3641,2266.87,347.377,2838.76,171.993,8.46275e+06,548406,17.1622,1.68815,1,0,9.07287e+06,460709,-0.870553,24.3534,1498.91,94.6741,318.284,23.7693,680.409,57.839,304.246,51.0795,2452.35,359.816,2487.02,150.715,9.08088e+06,460910,0.929095,0.0833889,4057.92,283.253,29.0631,3.24031,3212.94,124.74,-33.8796,15.7326,25299.3,2494.93,0.795868,0.075605,0.0799774,3612.92,272.763,25.1956,2.95887,3.06832,3056.41,128.016,-120.349,53.1833,34279.8,2729.19,0.217802,0.0124309,0.0124425,2878.05,91.7348,1.80483,0.190675,-63.3996,27.5092,0.786082,0.0746975,0.0790174,3545.88,263.06,278.273,24.5959,2.89012,2.99702,3033.34,127.862,132.592,0.221433,0.0126381,0.0126499,2905.02,91.5083,91.5933,1.79857,0.190022,0.201011,0.391102,-0.144154,
GQ5_5-27,8.13694e+06,486613,495.076,23.6909,1176.92,168.844,276.052,24.1498,510.336,51.7233,90.0038,48.6341,1804.17,764.664,2469.44,211.555,8.14572e+06,486820,17.1622,1.68815,1,0,8.75987e+06,369018,2.47638,24.8346,1270.59,173.88,295.712,22.5038,551.442,50.1907,111.65,59.6148,1955.76,825.029,2127.04,207.417,8.76831e+06,368944,1.51877,0.119515,5701.37,340.155,57.3791,5.35601,3884.79,145.54,-731.547,93.4508,20432.5,4990.45,1.29557,0.104909,0.113175,5127.35,323.899,48.7657,4.67183,4.92923,3725.46,147.237,-1682.16,308.913,30635.3,7009.39,0.26334,0.0167367,0.0167492,3135.58,111.091,1.09733,0.171628,-793.41,98.2337,1.27684,0.103412,0.11156,5077.97,321.556,346.892,47.3721,4.54045,4.79061,3697.18,146.98,155.078,0.267733,0.0170159,0.0170286,3162.05,110.823,110.906,1.09542,0.171337,0.184837,0.786124,-0.371028,
GQ5_5-28,7.93102e+06,498874,559.628,27.2111,5324.16,285.818,1430,83.0157,2977.96,193.091,166.235,21.602,3083.51,173.015,10291.8,530.462,7.95489e+06,499890,17.0641,1.68873,1,0,8.53346e+06,399116,74.7366,27.9662,5808.52,166.148,1547.46,57.1609,3201.61,158.571,178.947,22.0892,3338.19,116.136,10638.5,334.505,8.55808e+06,399654,1.74267,0.0519978,6483.11,114.57,64.7309,1.76545,4240.06,28.4876,6273.99,2502.42,84519,10129.8,1.4799,0.0480785,0.0682911,5845.01,122.768,55.3038,1.84895,2.56844,4077.97,33.0856,13438.5,5989.67,99000.1,10578.5,0.269805,0.00758047,0.00760948,3282.67,47.2398,0.691756,0.0215165,7419.9,2776.49,1.45563,0.0473131,0.0672039,5781.9,122.024,173.324,53.4955,1.79116,2.48817,4044.78,33.1186,46.0063,0.274308,0.00770695,0.00773645,3308.67,47.1416,47.322,0.691806,0.0215362,0.0305902,0.638562,0.278683,
GQ5_5-29,7.99226e+06,481635,498.075,24.6966,4712.66,255.575,1213.18,68.6628,2779.05,177.263,138.158,19.2076,2559.25,160.221,9202.96,478.615,8.01358e+06,482589,17.1622,1.68815,1,0,8.59942e+06,370945,18.3222,25.8738,5115.96,159.89,1308.8,47.95,2981.8,145.868,147.859,19.9078,2749.93,130.038,9411.05,320.862,8.62128e+06,371482,1.90743,0.0817624,6813.95,180.22,67.0496,3.13713,4265.35,48.5791,-20035.5,232811,81417.2,11862.8,1.62462,0.0841271,0.099559,6128.53,208.837,57.7249,3.10048,3.61602,4102.12,56.8121,41872.2,424472,98642,12910.6,0.258409,0.00618349,0.00621608,3222.22,38.9225,0.67294,0.0394394,13405.1,171776,1.59523,0.0826456,0.0978057,6057.33,207.384,245.425,55.6377,2.99127,3.48866,4065.32,56.8297,66.2794,0.262722,0.00628671,0.00631985,3248.35,38.8417,39.0465,0.674318,0.0395458,0.0467999,0.888694,-0.0184025,
GQ5_5-30,7.91429e+06,475077,554.851,25.068,8907.22,567.543,2302.27,151.835,4865.8,332.819,221.797,25.8073,6211.47,398.401,16634.3,1036.48,7.95399e+06,477432,17.0641,1.68873,1,0,8.50526e+06,370263,68.3398,26.6113,9581.32,458.817,2477.8,124.518,5231.67,282.893,238.789,25.86,6686.6,321.815,17361.7,843.239,8.54693e+06,372090,1.43705,0.0234809,5731.68,62.2327,51.2732,1.11474,4011.51,22.1592,-1544.82,1094.53,63757.3,2138.01,1.22381,0.0271859,0.0484519,5134.95,78.6801,43.8229,1.14382,1.81769,3849.31,26.1132,-4017.47,2790.38,77737.7,2214.99,0.259353,0.00480107,0.00484328,3234.98,28.6106,0.831799,0.018727,-2619.97,1767.39,1.19982,0.0266785,0.0475475,5065.28,78.0528,139.109,42.1071,1.10064,1.74907,3809.66,26.1268,41.519,0.263684,0.00488124,0.00492416,3261.08,28.5518,28.8028,0.835074,0.0188275,0.0335552,0.70731,0.162281,
GQ5_5-31,8.05364e+06,468682,524.37,22.9456,2822.24,163.348,748.528,42.5944,1574.47,106.476,111.04,20.0189,1806.19,187.537,5669.61,293.043,8.06703e+06,469275,17.0641,1.68873,1,0,8.64762e+06,358224,40.7017,24.3039,3010.69,118.777,805.336,31.0825,1690.86,89.6748,118.835,21.0929,1949.49,184.326,5560.37,212.123,8.66096e+06,358562,1.72537,0.0840056,6345.65,210.395,64.0346,3.78941,4170.83,70.8859,-3388.7,784.546,48434.1,2237.75,1.46157,0.0752591,0.0892083,5696.8,201.057,54.6451,3.44504,3.86928,4008.26,70.749,-8067.7,2082.78,61152.5,3052.6,0.270544,0.00828799,0.00831467,3278.35,49.0331,0.748198,0.0428525,-3173.8,742.588,1.43112,0.0737071,0.0873687,5618.48,199.257,236.19,52.8067,3.40135,3.82021,3966.14,70.6812,79.3853,0.275063,0.00842644,0.00845357,3304.39,48.9326,49.0901,0.752544,0.0430965,0.0510844,0.866169,-0.206483,
GQ5_5-32,8.40697e+06,539845,515.495,23.6106,3327.3,208.796,897.685,60.9679,1950.82,146.911,77.9221,14.0919,1816.77,124.62,6694.4,400.422,8.4223e+06,540707,17.0641,1.68873,1,0,9.02991e+06,446814,34.6057,24.8655,3576.81,166.696,964.265,51.4586,2095.96,131.418,83.1764,14.7167,1957.96,104.894,6675.56,324.491,9.04537e+06,447475,1.87924,0.0463727,6787.22,104.33,69.4231,2.26342,4300.54,33.6652,10700.6,2594.57,118319,12294.4,1.58691,0.0443106,0.0683228,6110.36,107.362,58.893,2.14049,2.86111,4137.7,36.3765,23330.4,4947.3,132958,12539.6,0.270339,0.00787295,0.007901,3281.01,45.3686,0.645111,0.0185512,9637.6,2260.32,1.55239,0.0433591,0.0668558,6024.15,106.463,164.157,56.35,2.04882,2.73858,4093.66,36.3607,48.6018,0.274856,0.00800451,0.00803303,3307.05,45.277,45.4383,0.650013,0.0187043,0.0288403,0.669282,0.0569596,
GQ5_5-33,8.2358e+06,570472,527.108,26.8088,2316.26,132.612,657.39,42.5575,1469.33,108.397,59.3548,12.3357,1274.17,77.2626,4973.76,264.624,8.24708e+06,571018,17.0522,1.69166,1,0,8.89998e+06,486453,28.5759,27.7417,2510.6,92.9883,708.958,34.5156,1586.79,94.5737,63.8251,13.1168,1373.92,60.248,4849.85,194.318,8.91107e+06,486835,1.85452,0.0550151,6719.87,122.897,72.4827,2.76033,4336.89,39.3532,-3739.64,930.102,52400.1,2252.49,1.57159,0.0501098,0.0718583,6059.93,129.325,61.8225,2.54638,3.23354,4172.79,43.1352,-6963.48,1314.55,65339.7,3150.45,0.284443,0.00865421,0.00868246,3363.72,48.8479,0.655621,0.0217065,-3120.34,766.554,1.53651,0.0489968,0.0702622,5972.03,128.187,183.822,59.0929,2.43433,3.09125,4127.72,43.1065,54.7391,0.289197,0.00879887,0.00882759,3389.61,48.7484,48.9075,0.661609,0.0219166,0.0314288,0.679518,0.141765,
GQ5_5-34,8.43262e+06,563421,524.05,26.2416,2482.42,143.18,672.67,44.2192,1544.34,108.376,49.6774,12.5601,1266.27,80.4515,5223.48,276.401,8.4444e+06,563995,17.0641,1.68873,1,0,9.06533e+06,475422,16.3737,26.6465,2664.4,107.167,718.582,34.982,1655.17,93.9025,52.377,13.3863,1361.86,64.9655,5059.12,210.992,9.07687e+06,475829,1.98352,0.0576602,7041.38,124.65,73.4307,2.64664,4358.06,37.0572,-1378.59,204.999,50683.9,3159.25,1.69601,0.0522045,0.0762531,6349.92,125.674,63.0068,2.46187,3.19157,4211.37,39.8538,-2967.84,498.573,64051.5,2890.2,0.270321,0.0079774,0.00800508,3285.26,46.7265,0.59911,0.0178848,-1094.82,161.49,1.65782,0.0510291,0.0745363,6258.7,124.58,181.969,60.2091,2.3525,3.04979,4166.02,39.824,51.6279,0.274841,0.00811078,0.00813892,3311.31,46.6326,46.7944,0.605326,0.0180753,0.0264019,0.671789,0.135353,
GQ5_5-35,8.40418e+06,548670,507.702,26.55,1793.63,128.053,465.715,35.8382,1116.09,97.8345,32.4503,10.7098,1470.5,123.566,3883.13,253.009,8.41353e+06,549230,17.0641,1.68873,1,0,9.0269e+06,459816,25.6638,27.1295,1928.2,110.819,494.614,31.4088,1195.09,92.5788,41.8758,14.3552,1581.98,115.672,3647.62,220.961,9.03591e+06,460275,1.28124,0.0591749,5262.46,163.3,45.5364,2.39723,3877.15,52.9347,-2202.75,278.683,46318.1,4362.64,1.07994,0.0503312,0.0615286,4691.32,157.261,38.8608,2.13847,2.47838,3715.08,54.5728,-4939.17,819.776,56474.3,5122.01,0.261447,0.0105738,0.0105933,3225.44,63.0304,0.986635,0.0490477,-2825.8,319.566,1.05586,0.0492059,0.0601529,4617.33,155.508,190.104,37.1554,2.04433,2.36928,3670.79,54.4946,63.1565,0.265819,0.0107506,0.0107705,3251.65,62.8976,63.0139,0.997756,0.0496059,0.0606419,0.7155,0.0530292,
GQ5_5-36,8.37825e+06,515849,493.191,24.7686,2711.14,91.1951,705.79,37.3509,1515.48,95.6232,73.3766,13.5827,1193.48,59.87,5499.76,188.209,8.39015e+06,516253,17.0522,1.69166,1,0,9.04667e+06,405033,26.9953,27.4034,2815.79,56.2069,761.087,24.8364,1633.11,74.9425,79.4925,14.3479,1272.62,37.223,5258.68,110.242,9.05848e+06,405157,2.23539,0.0726495,7548.8,144.356,84.0436,3.56625,4479.14,43.5156,11470.2,2365.44,118324,12856.8,1.9145,0.076924,0.0992661,6816.71,169.445,72.0557,3.50988,4.20887,4314.77,49.9277,25851.4,6004.42,133036,13318.9,0.273363,0.00922261,0.0092471,3290.27,51.9549,0.549981,0.022147,9441.38,1877.33,1.87308,0.0752324,0.0970831,6725.71,168.077,216.893,68.9896,3.35859,4.02745,4271.34,49.865,59.7956,0.277936,0.00937688,0.00940178,3316.33,51.8507,51.9884,0.556427,0.0224085,0.0289169,0.71534,0.0695197,
GQ5_5-37,8.41691e+06,533710,534.206,26.1566,4893.81,337.077,1327.22,92.4365,2759.33,217.605,118.065,20.1124,3078,212.434,9518.19,631.205,8.43915e+06,535115,17.278,1.69334,1,0,9.04241e+06,437031,73.5698,27.3501,5258.86,289.245,1427.32,78.8492,2940.38,191.382,127.945,20.9711,3304.17,184.401,9727.54,542.322,9.0653e+06,438199,1.60963,0.043303,6152.46,105.251,59.8703,1.76466,4156.73,29.5159,-31040.3,8194.68,57281.1,2699.67,1.36653,0.0435756,0.0624851,5513.79,119.398,51.1439,1.76948,2.41851,3997.33,36.4395,-72499,18109.3,71025.2,2276.13,0.273428,0.00601437,0.00605188,3313.74,36.0983,0.756321,0.0245966,-30421.8,7691.71,1.33856,0.0426562,0.0611667,5437.87,118.252,169.567,49.0814,1.69622,2.31838,3956.44,36.3661,49.705,0.278003,0.006115,0.00615314,3339.73,36.0252,36.2499,0.765127,0.0248778,0.0356735,0.760362,0.228718,
GQ5_5-38,8.30926e+06,520593,515.494,23.4199,4263.28,285.467,1052.75,68.4571,2086.56,152.701,414.58,52.2842,5358.96,472.87,7955.91,490.947,8.33111e+06,521840,17.1622,1.68815,1,0,8.92669e+06,422524,46.4836,24.7399,4589.22,236.813,1130.38,56.5589,2242.26,133.56,454.35,55.5399,5784.1,444.657,8044.27,405.072,8.94919e+06,423470,0.874645,0.0462678,3979.64,162.252,30.1821,1.72787,3435.07,65.7123,733.398,701.092,38583.7,2331.53,0.742962,0.0408225,0.0475321,3517.31,153.825,25.7039,1.50646,1.7193,3275.23,67.3838,887.835,1216.02,51495.7,2769.12,0.250352,0.0066634,0.00669181,3164.09,42.0114,1.49338,0.0974126,1510.23,1383.9,0.729011,0.040045,0.0466268,3466.96,152.052,177.043,24.7493,1.44994,1.6548,3238.54,67.2296,76.7281,0.254542,0.00677491,0.0068038,3190.4,41.9219,42.1007,1.50977,0.0984643,0.114648,0.817308,-0.0706697,
GQ5_5-39,8.27039e+06,485641,493.235,26.4369,1171.67,71.2785,316.455,23.0993,816.264,64.1951,38.7097,10.2564,698.347,59.9936,2812.58,155.51,8.27675e+06,485970,17.1622,1.68815,1,0,8.8925e+06,367636,24.115,27.3874,1254.76,56.6453,335.494,19.5381,874.722,57.5913,41.7154,10.9489,750.098,56.7588,2482.82,122.055,8.89827e+06,367887,1.86283,0.0990826,6705.09,222.915,68.3139,4.19912,4261,63.7172,-3127.22,684.235,41485.8,2886.22,1.56231,0.0751991,0.0909742,6018.93,191.871,57.8659,3.45878,3.92973,4097.07,61.9868,-5830.51,887.342,52321.3,2760.31,0.272137,0.0121613,0.0121797,3261.59,72.8458,0.681567,0.031872,-2681.14,619.436,1.53663,0.073989,0.0895102,5954.89,190.715,230.722,55.9629,3.34592,3.8015,4063.75,61.949,70.384,0.276692,0.0123648,0.0123835,3287.76,72.6932,72.8033,0.688162,0.0321823,0.0389334,0.689833,0.130297,
GQ5_5-40,6.66873e+06,645755,528.721,24.7366,1245.48,95.4213,325.762,26.1514,947.446,84.2069,98.6933,17.8074,628.386,59.1035,3051.76,188.006,6.67571e+06,646091,17.278,1.69334,1,0,7.21947e+06,615715,51.3851,25.7564,1343.69,83.3292,349.915,23.4897,1016.17,79.5435,105.636,18.7095,678.488,56.0989,2761.29,164.634,7.22589e+06,615976,2.10239,0.13237,7108.44,298.779,76.809,4.97305,4377.04,66.6116,-495.755,127.855,39086.8,2924.8,1.78584,0.112221,0.126565,6432.91,288.266,65.4083,4.27927,4.77053,4224.98,64.8225,-870.229,213.808,54339.9,2368.66,0.271582,0.0155781,0.0155925,3254.2,80.0926,0.643086,0.0566642,-280.141,73.682,1.76148,0.110677,0.124824,6378.47,286.557,323.185,63.5917,4.15895,4.6364,4196.91,64.7619,72.1965,0.276128,0.0158389,0.0158535,3280.4,79.9249,79.9983,0.647946,0.0570603,0.0643537,0.719614,0.567953,
GQ5_5-41,8.31634e+06,469263,480.009,24.697,1439.66,96.8417,395.519,30.5616,839.778,71.563,36.8421,8.96858,877.454,59.5613,3173.44,192.877,8.32363e+06,469667,17.0641,1.68873,1,0,8.92192e+06,352021,31.3027,25.6637,1532.07,79.0597,414.105,26.3875,894.194,68.5172,39.6269,9.54603,943.28,50.1908,2884.65,161.748,8.92875e+06,352349,1.673,0.0661663,6330.75,163.936,62.2883,3.35533,4172,55.3706,-1454.88,218.177,42678.1,2796.71,1.43536,0.066528,0.0814779,5672.96,180.608,53.9215,3.22692,3.66529,4010.26,60.9846,-3040.85,577.451,56711.4,2542.67,0.270627,0.0108659,0.0108863,3262.49,66.0118,0.74669,0.0369462,-1659.89,245.787,1.42089,0.0657867,0.08057,5635.34,179.638,220.006,52.7645,3.15338,3.58177,3988.88,60.8587,69.1263,0.275158,0.0110478,0.0110685,3288.66,65.8685,65.9921,0.750168,0.0370783,0.0454104,0.737713,0.0678574,
GQ5_5-42,8.13725e+06,502869,529.688,26.1717,6421.79,493.248,1716.27,136.513,3635.89,303.357,126.452,20.1626,3911.75,299.724,12307,920.285,8.1659e+06,504904,17.0522,1.69166,1,0,8.81661e+06,379777,88.1317,27.1312,6965.09,434.463,1859.74,122.393,3950.11,274.469,137.374,21.0437,4249.34,261.401,12866.7,812.37,8.84675e+06,381542,1.64642,0.0371171,6251.28,90.1956,60.4436,1.70885,4170.84,28.8096,17683.1,5237.76,107901,12010.2,1.40345,0.0402647,0.061128,5620.51,108.778,51.7843,1.74391,2.4141,4007.18,34.1375,42989.6,13055.1,122682,12472.5,0.267046,0.00545029,0.00548975,3274.71,32.7385,0.73474,0.022285,17860.9,5246.29,1.39541,0.0399372,0.0606307,5599.23,108.241,164.326,51.0779,1.71432,2.37314,3993.66,34.0036,47.0712,0.271517,0.00554154,0.00558166,3300.8,32.6713,32.9079,0.735403,0.0222511,0.0337805,0.795096,0.0891933,
GQ5_5-43,8.15397e+06,522037,530.979,28.3488,3305.92,196.981,886.466,58.4765,1941.84,141.5,69.7368,14.3979,2352.3,158.821,6669.17,380.84,8.16974e+06,522880,17.0641,1.68873,1,0,8.75602e+06,432428,82.8963,29.6287,3550.01,152.606,943.444,47.4476,2084.18,125.139,81.8238,16.9732,2514.69,127.867,6671.24,302.29,8.772e+06,433055,1.43687,0.0381039,5767.12,95.6522,52.6609,2.00972,4046.95,38.9008,-12509.5,108180,134785,17086.3,1.2253,0.0387082,0.055774,5120.75,114.254,45.4234,1.96178,2.44799,3873.37,45.7366,97223.9,152376,150984,17828.6,0.267687,0.00764004,0.00766838,3277.62,45.6551,0.830863,0.0250358,1323.05,131682,1.22445,0.0385916,0.0556061,5118.48,113.961,164.204,45.2116,1.94858,2.43153,3868.86,45.6247,56.9325,0.272169,0.00776797,0.00779677,3303.72,45.562,45.731,0.827776,0.0248757,0.0358431,0.74524,-0.132807,
GQ5_5-44,8.07995e+06,520054,485.957,24.3768,3287.66,218.944,777.164,57.295,1677.7,130.607,455.207,52.5253,4069.78,344.206,6238.69,391.655,8.09707e+06,521065,17.0522,1.69166,1,0,8.72915e+06,422300,22.0295,27.4526,3548.96,182.561,837.506,50.5673,1810.31,117.504,489.987,53.5431,4409.74,319.978,6222.48,328.696,8.74662e+06,423094,0.858921,0.0373923,3949.65,131.508,27.6829,1.3894,3363.17,51.6691,-159.193,163.218,33231.1,2041.15,0.72596,0.0317942,0.0397099,3478.93,120.245,23.5572,1.19608,1.41678,3203.49,53.278,-221.614,326.097,44894.6,2364.23,0.233309,0.00690491,0.00692873,3056.87,50.284,1.47866,0.0742763,11.5799,1.37511,0.729789,0.0319411,0.0398934,3493.02,120.546,150.558,23.6951,1.20185,1.42362,3209.27,53.2162,63.0359,0.237215,0.00702053,0.00704475,3083.44,50.1723,50.3454,1.46489,0.0735207,0.0918249,0.784516,0.0548868,
