tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen	volume
This study	Hmt	0.0	19.8	67.3	5.9	2	7	0.0	NF.6-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 15:00:12	u	Ironstone	951.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.6-2	pmagpy-4.2.109: demag_gui	NF.6-2	
This study	Mgt	16.6	53.8	57.8	9.9	2	1	0.0	NF.6-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 15:00:12	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.6-2	pmagpy-4.2.109: demag_gui	NF.6-2	
This study	Hmt	0.0	11.8	26.8	5.9	2	7	100.0	NF.6-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 15:00:12	u	Ironstone	951.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.6-2	pmagpy-4.2.109: demag_gui	NF.6-2	
This study	Mgt	16.6	31.4	23.9	9.9	2	1	100.0	NF.6-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 15:00:12	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.6-2	pmagpy-4.2.109: demag_gui	NF.6-2	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.6-3		NF.6-3	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.6-4		NF.6-4	
This study	Hmt	0.0	265.3	-12.8	8.9	1	4	0.0	NF.6-5_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 15:04:13	u	Ironstone	953.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.6-5	pmagpy-4.2.109: demag_gui	NF.6-5	
This study	Hmt	0.0	257.8	-7.1	8.9	1	4	100.0	NF.6-5_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 15:04:13	u	Ironstone	953.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.6-5	pmagpy-4.2.109: demag_gui	NF.6-5	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.6-5		NF.6-5	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.7-1		NF.7-1	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.7-2		NF.7-2	
This study	Hmt	0.0	140.1	14.9	1.7	1	1	100.0	NF.7-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:06:43	u	Ironstone	955.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.7-2	pmagpy-4.2.109: demag_gui	NF.7-2	
This study	Hmt	0.0	138.9	-22.3	1.7	1	1	0.0	NF.7-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:06:43	u	Ironstone	955.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.7-2	pmagpy-4.2.109: demag_gui	NF.7-2	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.8-1		NF.8-1	
This study	Mgt	50.2	30.2	7.9	6.8	2	9	100.0	NF.8-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:35:27	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.8-1	pmagpy-4.2.109: demag_gui	NF.8-1	
This study	Hmt	0.0	301.7	-11.2	7.9	2	12	100.0	NF.8-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:35:27	u	Ironstone	959.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.8-1	pmagpy-4.2.109: demag_gui	NF.8-1	
This study	Mgt	50.2	45.0	31.9	6.8	2	9	0.0	NF.8-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:35:27	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.8-1	pmagpy-4.2.109: demag_gui	NF.8-1	
This study	Hmt	0.0	298.2	24.8	7.9	2	12	0.0	NF.8-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:35:27	u	Ironstone	959.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.8-1	pmagpy-4.2.109: demag_gui	NF.8-1	
This study	Hmt	0.0	12.0	56.9	5.7	2	1	100.0	NF.8-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:36:34	u	Ironstone	959.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.8-2	pmagpy-4.2.109: demag_gui	NF.8-2	
This study	Mgt	14.8	233.5	43.1	10.5	2	1	0.0	NF.8-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:36:34	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.8-2	pmagpy-4.2.109: demag_gui	NF.8-2	
This study	Hmt	0.0	122.1	67.6	5.7	2	1	0.0	NF.8-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:36:34	u	Ironstone	959.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.8-2	pmagpy-4.2.109: demag_gui	NF.8-2	
This study	Mgt	14.8	279.6	40.9	10.5	2	1	100.0	NF.8-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:36:34	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.8-2	pmagpy-4.2.109: demag_gui	NF.8-2	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.8-2		NF.8-2	
This study	Mgt	26.1	325.9	67.7	15.4	2	9	100.0	NF.9-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:37:43	u	Ironstone	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.9-1	pmagpy-4.2.109: demag_gui	NF.9-1	
This study	Hmt	0.0	311.6	16.9	13.5	2	5	100.0	NF.9-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:37:43	u	Ironstone	959.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.9-1	pmagpy-4.2.109: demag_gui	NF.9-1	
This study	Mgt	26.1	195.5	78.7	15.4	2	9	0.0	NF.9-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:37:43	u	Ironstone	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.9-1	pmagpy-4.2.109: demag_gui	NF.9-1	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.9-1		NF.9-1	
This study	Hmt	0.0	301.0	42.2	13.5	2	5	0.0	NF.9-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:37:43	u	Ironstone	959.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.9-1	pmagpy-4.2.109: demag_gui	NF.9-1	
This study	Mgt	6.8	90.5	33.7	9.4	2	9	100.0	NF.9-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:38:55	u	Ironstone	853.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.9-2	pmagpy-4.2.109: demag_gui	NF.9-2	
This study	Mgt	6.8	84.2	21.4	9.4	2	9	0.0	NF.9-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:38:55	u	Ironstone	853.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.9-2	pmagpy-4.2.109: demag_gui	NF.9-2	
This study	Hmt	0.0	81.5	10.5	7.5	2	11	0.0	NF.9-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:38:55	u	Ironstone	957.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.9-2	pmagpy-4.2.109: demag_gui	NF.9-2	
This study	Hmt	0.0	84.8	23.6	7.5	2	11	100.0	NF.9-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:38:55	u	Ironstone	957.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.9-2	pmagpy-4.2.109: demag_gui	NF.9-2	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.9-2		NF.9-2	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.9-3		NF.9-3	
This study	Hmt	0.0	102.6	13.3	5.7	2	1	0.0	NF.9-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:40:09	u	Ironstone	957.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.9-3	pmagpy-4.2.109: demag_gui	NF.9-3	
This study	Mgt	26.9	94.1	43.6	9.6	2	1	0.0	NF.9-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:40:09	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.9-3	pmagpy-4.2.109: demag_gui	NF.9-3	
This study	Hmt	0.0	82.3	21.6	5.7	2	1	100.0	NF.9-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:40:09	u	Ironstone	957.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.9-3	pmagpy-4.2.109: demag_gui	NF.9-3	
This study	Mgt	26.9	48.5	26.8	9.6	2	1	100.0	NF.9-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:40:09	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.9-3	pmagpy-4.2.109: demag_gui	NF.9-3	
This study	Mgt	11.2	34.4	-1.2	12.2	2	1	100.0	NF.9-4_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:41:39	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.9-4	pmagpy-4.2.109: demag_gui	NF.9-4	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.9-4		NF.9-4	
This study	Hmt	0.0	47.4	18.4	5.5	2	11	0.0	NF.9-4_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:41:39	u	Ironstone	955.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.9-4	pmagpy-4.2.109: demag_gui	NF.9-4	
This study	Mgt	11.2	35.1	7.5	12.2	2	1	0.0	NF.9-4_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:41:39	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.9-4	pmagpy-4.2.109: demag_gui	NF.9-4	
This study	Hmt	0.0	43.6	12.1	5.5	2	11	100.0	NF.9-4_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:41:39	u	Ironstone	955.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.9-4	pmagpy-4.2.109: demag_gui	NF.9-4	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.9-5		NF.9-5	
This study	Mgt	59.8	267.1	41.2	14.7	2	11	0.0	NF.9-5_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:18:27	u	Ironstone	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.9-5	pmagpy-4.2.109: demag_gui	NF.9-5	
This study	Mgt	59.8	259.1	36.4	14.7	2	11	100.0	NF.9-5_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:18:27	u	Ironstone	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.9-5	pmagpy-4.2.109: demag_gui	NF.9-5	
This study	Hmt	0.0	65.3	20.3	6.0	2	12	100.0	NF.9-5_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:18:27	u	Ironstone	955.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.9-5	pmagpy-4.2.109: demag_gui	NF.9-5	
This study	Hmt	0.0	63.0	12.6	6.0	2	12	0.0	NF.9-5_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:18:27	u	Ironstone	955.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.9-5	pmagpy-4.2.109: demag_gui	NF.9-5	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.9-6		NF.9-6	
This study	Mgt	4.9	62.3	23.5	12.4	2	11	100.0	NF.9-6_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:19:41	u	Ironstone	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.9-6	pmagpy-4.2.109: demag_gui	NF.9-6	
This study	Hmt	0.0	67.7	20.5	6.4	2	12	0.0	NF.9-6_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:19:41	u	Ironstone	955.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.9-6	pmagpy-4.2.109: demag_gui	NF.9-6	
This study	Hmt	0.0	64.8	26.5	6.4	2	12	100.0	NF.9-6_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:19:41	u	Ironstone	955.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.9-6	pmagpy-4.2.109: demag_gui	NF.9-6	
This study	Mgt	4.9	65.0	17.9	12.4	2	11	0.0	NF.9-6_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:19:41	u	Ironstone	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.9-6	pmagpy-4.2.109: demag_gui	NF.9-6	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.9-7		NF.9-7	
This study	Hmt	0.0	88.5	49.0	9.2	1	11	0.0	NF.9-7_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 10:06:48	u	Ironstone	955.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.9-7	pmagpy-4.2.109: demag_gui	NF.9-7	
This study	Hmt	0.0	66.2	64.7	9.2	1	11	100.0	NF.9-7_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 10:06:48	u	Ironstone	955.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.9-7	pmagpy-4.2.109: demag_gui	NF.9-7	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.9-8		NF.9-8	
