tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
GQ.30a	GQ.30a_LP-DIR-T	GQ.30a		Hmt	309.5	11.7	2	14	0	0.0	5.9	959	913	K		hargrave 2024-05-09 11:59:21	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.30a		GQ.30a																	This study			1.8e-05		Goodrich Quartzite	GQ
GQ.31a	GQ.31a_LP-DIR-T	GQ.31a		Mgt	30.2	18.7	2	10	100	12.8	6.1	848	723	K		hargrave 2024-05-09 12:02:15	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.31a	GQ.31a_LP-DIR-T	GQ.31a		Hmt	339.4	45.3	2	14	100	0.0	7.9	961	888	K		hargrave 2024-05-09 12:02:15	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.31a	GQ.31a_LP-DIR-T	GQ.31a		Hmt	319.1	37.2	2	14	0	0.0	7.9	961	888	K		hargrave 2024-05-09 12:02:15	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.31a	GQ.31a_LP-DIR-T	GQ.31a		Mgt	20.7	33.5	2	10	0	12.8	6.1	848	723	K		hargrave 2024-05-09 12:02:15	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.31a		GQ.31a																	This study			1.9e-05		Goodrich Quartzite	GQ
GQ.3a	GQ.3a_LP-DIR-T	GQ.3a		Mgt	181.8	-78.6	1	9	0	3.6	5.3	853	773	K		hargrave 2024-05-07 14:54:07	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.3a	GQ.3a_LP-DIR-T	GQ.3a		Mgt	234.7	-61.2	1	9	100	3.6	5.3	853	773	K		hargrave 2024-05-07 14:54:07	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.3a		GQ.3a																	This study			1.3e-05		Goodrich Quartzite	GQ
GQ.4a	GQ.4a_LP-DIR-T	GQ.4a		Mgt	16.2	25.2	1	9	100	19.7	16.8	853	773	K		hargrave 2024-05-06 11:25:00	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.4a	GQ.4a_LP-DIR-T	GQ.4a		Mgt	349.3	58.3	1	5	0	11.8	9.4	853	828	K		hargrave 2024-05-06 11:25:00	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.4a		GQ.4a																	This study			1.2e-05		Goodrich Quartzite	GQ
GQ.5a		GQ.5a																	This study			1.5e-05		Goodrich Quartzite	GQ
GQ.5a	GQ.5a_LP-DIR-T	GQ.5a		Mgt	223.6	5.4	2	11	100	38.5	9.7	853	723	K		hargrave 2024-05-09 14:01:58	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.5a	GQ.5a_LP-DIR-T	GQ.5a		Hmt	334.9	41.2	2	19	100	0.0	6.4	963	873	K		hargrave 2024-05-09 14:01:58	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Goodrich Quartzite	GQ
